node,degree,betweenness,eigenvector
alveolar rhabdomyosarcoma,0.0007042253521126761,0.0,0.006430701504619977
alveolar soft part sarcoma,0.0007042253521126761,0.0,0.004284024782712346
amelanotic melanoma,0.0014084507042253522,0.0,0.010765084896660254
amifostine,0.0007042253521126761,0.0,0.009823913016296308
amputation,0.0014084507042253522,6.612078608515766e-05,0.004957889064039867
anal cancer,0.01056338028169014,0.007587258616301948,0.06772866862343961
anal melanoma,0.0007042253521126761,0.0,0.004918263154213256
anaplastic astrocytoma,0.0014084507042253522,0.00045086583162621895,0.006258772855615832
anaplastic ependymoma,0.0007042253521126761,0.0,0.0014415577743686829
anaplastic oligodendroglioma,0.0014084507042253522,0.0,0.006871538339680014
anaplastic thyroid cancer,0.007042253521126761,0.0038770339160678026,0.07028352936282874
angioblast,0.0007042253521126761,0.0,0.0014971104069314814
angiogenesis inhibitor,0.0007042253521126761,0.0,0.000253691958839862
angioimmunoblastic t-cell lymphoma,0.0007042253521126761,0.0,0.00649153228032787
angiosarcoma,0.011971830985915493,0.015052549610746358,0.06924599442300206
aniridia,0.0007042253521126761,0.0,0.0027587070791363255
anogenital venereal wart,0.0007042253521126761,0.0,0.0037298553933883998
anterior urethra cancer,0.0007042253521126761,0.0,0.0019778114225599422
anti-thymocyte globulin,0.0007042253521126761,0.0,0.0024419484029923736
antibiotic,0.0007042253521126761,0.0,0.012149754176402055
antisense oligonucleotides,0.0007042253521126761,0.0,0.00183325677917303
apc,0.002112676056338028,0.0002974119571235408,0.01852020755118214
apc gene mutation,0.0014084507042253522,4.4918843128820605e-05,0.014490406778301847
appendectomy,0.0014084507042253522,0.0007702280282829014,0.011164842478234016
appendix cancer,0.005633802816901409,0.005624717800597565,0.005233870779401984
appendix mucinous neoplasm,0.0007042253521126761,0.0,0.00031701503238664873
arid1a,0.0028169014084507044,0.0010893340773476762,0.036929346699856314
arid1a gene mutation,0.0007042253521126761,0.0,0.012245444712183593
arid2,0.0007042253521126761,0.0,0.0050537278536274596
aromatase inhibitor,0.0007042253521126761,0.0,0.007060408375130959
arsenic exposure,0.002112676056338028,0.00049515370379822,0.022063116404476064
art therapy,0.0007042253521126761,0.0,0.001919121754564355
arteriography,0.0007042253521126761,0.0,0.0014971104069314814
asbestos exposure,0.0028169014084507044,0.0005942024990639253,0.023503681062541613
asciminib,0.0007042253521126761,0.0,0.002269797273343241
aspirin,0.0007042253521126761,0.0,0.012245444712183593
astroblastoma,0.009859154929577466,0.010725784872279792,0.03223282188189049
astrocytoma,0.0028169014084507044,0.0012256255240762554,0.042485559924375596
atezolizumab,0.0007042253521126761,0.0,0.012149754176402055
atm,0.0035211267605633804,0.0015776447054510507,0.0346237036710083
atoh1,0.0007042253521126761,0.0,0.0023610594921395604
atopy,0.0007042253521126761,0.0,0.0047976442305136665
atrx,0.002112676056338028,0.0010023953184340004,0.013466708064813426
atypical fibroxanthoma,0.0007042253521126761,0.0,0.005846821742446997
atypical teratoid rhabdoid tumor,0.007746478873239437,0.007877244609370596,0.007109311874377855
autoimmune disease,0.0014084507042253522,0.0,0.011092875805918986
autoimmune thyroiditis,0.0007042253521126761,0.0,0.000629153496978863
autologous stem cell transplantation,0.0007042253521126761,0.0,0.0003235944727522803
autosomal dominant inheritance,0.0007042253521126761,0.0,0.0002685325392402618
axin1,0.0014084507042253522,0.00020967495402070176,0.01729917256581105
axin1 gene mutation,0.0007042253521126761,0.0,0.012245444712183593
axin2,0.0007042253521126761,0.0,0.012245444712183593
axin2 gene mutation,0.0007042253521126761,0.0,0.012245444712183593
axitinib,0.0007042253521126761,0.0,0.004872416685425959
axl,0.0014084507042253522,1.6267048694169562e-06,0.0063107608525472736
b-cell prolymphocytic leukemia,0.0007042253521126761,0.0,0.004414104271321332
bacterial infection,0.0007042253521126761,0.0,0.0
balanitis,0.0007042253521126761,0.0,0.0037298553933883998
bap1,0.0014084507042253522,1.6267048694169562e-06,0.0063107608525472736
barrett's esophagus,0.0007042253521126761,0.0,0.005235354154379834
bartholin gland carcinoma,0.0007042253521126761,0.0,0.004985943346401995
basal cell adenoma,0.0007042253521126761,0.0,0.006986812176821799
basal cell carcinoma,0.0014084507042253522,1.734610131935659e-05,0.008715798739790394
basal-cell carcinoma,0.017605633802816902,0.015881130589085735,0.05908082106877163
basaloid squamous cell carcinoma,0.0007042253521126761,0.0,0.0016199459139800729
basophilic adenocarcinoma cell,0.0007042253521126761,0.0,0.006986812176821799
bax,0.0007042253521126761,0.0,0.012245444712183593
bcr,0.0007042253521126761,0.0,0.002269797273343241
bcr/abl1 fusion gene,0.0007042253521126761,0.0,0.002269797273343241
beckwith-wiedemann syndrome,0.002112676056338028,0.00042352060622481724,0.012754031656951553
benign pleural mesothelioma,0.0014084507042253522,1.6267048694169562e-06,0.0063107608525472736
benzodiazepine,0.0007042253521126761,0.0,0.012149754176402055
bevacizumab,0.0014084507042253522,0.00019480145574742836,0.0220693577284799
bilateral retinoblastoma,0.0007042253521126761,0.0,0.0014518382664043294
bilateral salpingectomy,0.0014084507042253522,2.3078899730273014e-05,0.015187746310635433
bile duct cancer,0.0035211267605633804,0.0007362657477412659,0.05365419794933625
bile reflux,0.0028169014084507044,9.992283261085504e-05,0.016773615519457843
biliary atresia,0.0007042253521126761,0.0,0.0050537278536274596
biliary papillomatosis,0.0007042253521126761,0.0,0.006150665720343407
biological therapy,0.006338028169014085,0.0024849351635979704,0.04370383862123005
biopsy,0.017605633802816902,0.024065060033580665,0.12269217138325747
biopsy of brain,0.0007042253521126761,0.0,0.0025650980003467114
biopsy of breast,0.0014084507042253522,3.768006351202258e-06,0.010511495805287544
biopsy of prostate,0.0007042253521126761,0.0,0.004029800772880292
biopsy of soft tissue,0.0007042253521126761,0.0,0.0008762591068298608
biphasic mesothelioma,0.0014084507042253522,1.6267048694169562e-06,0.0063107608525472736
biphosphonate,0.0007042253521126761,0.0,0.005284557563928791
bk virus,0.0007042253521126761,0.0,0.012149754176402055
bladder cancer,0.03380281690140845,0.0383559356498625,0.11705798375499697
bladder paraganglioma,0.0007042253521126761,0.0,0.0010689287474138136
bladder rhabdomyosarcoma,0.0007042253521126761,0.0,0.0057192604255093624
bladder urothelial papillary carcinoma,0.0007042253521126761,0.0,0.0019778114225599422
blood transfusion,0.002112676056338028,0.001546951682490185,0.006471068576591396
body mass index,0.0007042253521126761,0.0,0.010847827445847367
bone cancer,0.007746478873239437,0.009097612139460571,0.059940840695190505
bone marrow aspiration,0.0028169014084507044,0.0006972820336997394,0.011715810288910387
bone marrow aspiration and biopsy,0.0007042253521126761,0.0,0.0047976442305136665
bone marrow biopsy,0.005633802816901409,0.005920512417003235,0.020830841505199208
bone marrow transplantation,0.0014084507042253522,6.142484851950953e-06,0.005605613781992653
bone scan,0.0014084507042253522,8.643327341680236e-05,0.003670312035230343
bosutinib,0.0007042253521126761,0.0,0.002269797273343241
botryoid rhabdomyosarcoma,0.0007042253521126761,0.0,0.006430701504619977
brachytherapy,0.004225352112676056,0.002600438537390414,0.03928153000984851
braf,0.004929577464788733,0.0035672435802513265,0.05468883817277349
braf gene mutation,0.0014084507042253522,0.00040210453056193203,0.02439519888858565
brain injury,0.0007042253521126761,0.0,0.0014971104069314814
brain tumor,0.03591549295774648,0.051969851121977696,0.07110261584204455
brca1,0.007746478873239437,0.004090317151522838,0.058284716963933926
brca1 gene mutation,0.002112676056338028,6.397206066485548e-05,0.01787639873307657
brca2,0.007746478873239437,0.004090317151522838,0.058284716963933926
brca2 gene mutation,0.002112676056338028,6.397206066485548e-05,0.01787639873307657
brd4,0.0007042253521126761,0.0,0.006430701504619977
breast cancer,0.019014084507042252,0.01097934903306601,0.051915516980707996
breast carcinoma with choriocarcinomatous features,0.0007042253521126761,0.0,0.005279825240141618
breast carcinoma with melanotic features,0.0007042253521126761,0.0,0.005279825240141618
breast carcinoma with osteoclast-like stromal giant cells,0.0007042253521126761,0.0,0.005279825240141618
breast ductal carcinoma,0.002112676056338028,2.5468964560122757e-05,0.013656011040933681
breast implant,0.0007042253521126761,0.0,0.004194101802564647
breast leiomyosarcoma,0.0007042253521126761,0.0,0.007060408375130959
breast medullary carcinoma,0.0007042253521126761,0.0,0.007060408375130959
breast neuroendocrine neoplasm,0.0007042253521126761,0.0,0.001362944215965583
breast tubular carcinoma,0.0007042253521126761,0.0,0.007060408375130959
breath test,0.0007042253521126761,0.0,0.003307016725226593
brentuximab vedotin,0.0007042253521126761,0.0,0.0038326650969641315
brigatinib,0.0007042253521126761,0.0,0.012149754176402055
brip1,0.0007042253521126761,0.0,0.010847827445847367
bronchoscopy,0.0007042253521126761,0.0,0.012149754176402055
burkitt leukemia,0.0007042253521126761,0.0,0.004414104271321332
burkitt lymphoma,0.0014084507042253522,0.0,0.011092875805918986
cabozantinib,0.0007042253521126761,0.0,0.004872416685425959
calcitonin measurement,0.0007042253521126761,0.0,0.004085100401426962
calr,0.0007042253521126761,0.0,0.00025094508548147235
camta1,0.0007042253521126761,0.0,0.0009917394720429292
cancer,0.0007042253521126761,0.0,0.004306440339333303
cancer immunotherapy,0.0014084507042253522,3.336092807822633e-05,0.013656578113260442
capecitabine,0.0028169014084507044,0.0006942659040239379,0.03128073018498626
capmatinib,0.0007042253521126761,0.0,0.012149754176402055
carbon ion radiotherapy,0.0007042253521126761,0.0,0.0031818951211590677
carboplatin,0.0035211267605633804,0.0016704439165997054,0.03933560568044602
carcinoid syndrome,0.0,0.0,0.0
carcinoid tumor,0.005633802816901409,0.008370724435568487,0.010387251734197607
carcinoma ex pleomorphic adenoma,0.0007042253521126761,0.0,0.006986812176821799
carcinosarcoma,0.005633802816901409,0.003285634729526426,0.03670733946404801
carney triad,0.0007042253521126761,0.0,0.0018241351006737208
carney-stratakis syndrome,0.0007042253521126761,0.0,0.0018241351006737208
caroli disease,0.0007042253521126761,0.0,0.0057192604255093624
castleman disease,0.0014084507042253522,0.001391577087613773,0.0002807195822073642
castration-sensitive prostate carcinoma,0.0007042253521126761,0.0,0.004029800772880292
ccnd1,0.0014084507042253522,0.0005154516272736115,0.005538249522768653
ccne1,0.0007042253521126761,0.0,0.0070901819971170964
cd33,0.0007042253521126761,0.0,0.001952332516282529
cd34,0.0007042253521126761,0.0,0.0005741870673991341
cd99,0.0007042253521126761,0.0,0.00183325677917303
cdh1,0.0028169014084507044,0.0007258556382785449,0.025150650699655493
cdk12,0.0007042253521126761,0.0,0.010847827445847367
cdk4,0.0007042253521126761,0.0,0.0011537865110546053
cdk6,0.0007042253521126761,0.0,0.000253691958839862
cdkn2a,0.004225352112676056,0.004563975122373315,0.02523894831253823
cdkn2a gene mutation,0.0007042253521126761,0.0,0.006003492246884667
cdkn2b,0.0007042253521126761,0.0,0.000253691958839862
cdx2,0.0007042253521126761,0.0,0.001362944215965583
cebpa,0.0007042253521126761,0.0,0.0024419484029923736
celecoxib,0.0007042253521126761,0.0,0.012245444712183593
celiac disease,0.0007042253521126761,0.0,0.012245444712183593
central neurocytoma,0.0007042253521126761,0.0,0.004306440339333303
ceritinib,0.0007042253521126761,0.0,0.012149754176402055
"cervical adenocarcinoma, not otherwise specified",0.0007042253521126761,0.0,0.006986812176821799
cervical cancer,0.007042253521126761,0.0060670063160108215,0.028077603536350717
cervical serous adenocarcinoma,0.0007042253521126761,0.0,0.003428625760116041
cervical villoglandular adenocarcinoma,0.0007042253521126761,0.0,0.001700658691495731
cetuximab,0.0014084507042253522,0.00019480145574742836,0.0220693577284799
chat,0.0007042253521126761,0.0,0.0018241351006737208
checkpoint blockade immunotherapy,0.0007042253521126761,0.0,0.009823913016296308
chek2,0.002112676056338028,0.00026047158213527723,0.021938036593858616
chemoradiotherapy,0.0014084507042253522,0.00031744760507783994,0.01923225688900539
chemotherapy,0.04295774647887324,0.1554693860550341,0.27868383372797206
chest computed tomography,0.0014084507042253522,0.0002618782807445386,0.015543173441805672
chest radiography,0.0007042253521126761,0.0,0.006986812176821799
chewing tobacco,0.0014084507042253522,3.123172512701422e-06,0.009368786141979259
chimeric antigen receptor t-cell therapy,0.0007042253521126761,0.0,0.0057192604255093624
chlorambucil,0.0007042253521126761,0.0,0.004414104271321332
cholangiocarcinoma,0.029577464788732393,0.028868538168816803,0.10154677346459164
cholecystectomy,0.0007042253521126761,0.0,0.001362944215965583
choledochal cyst,0.0007042253521126761,0.0,0.0057192604255093624
cholestasis,0.0007042253521126761,0.0,0.006150665720343407
chondroid chordoma,0.0007042253521126761,0.0,0.0031818951211590677
chondrosarcoma,0.0007042253521126761,0.0,0.003630399687800685
chordoma,0.014788732394366197,0.017536944825048664,0.05253276214725654
choriocarcinoma,0.01056338028169014,0.019598408584939976,0.032884834269012383
choroid,0.0007042253521126761,0.0,0.0014971104069314814
choroid plexus cancer,0.0007042253521126761,0.0,0.004306440339333303
choroid plexus carcinoma,0.0007042253521126761,0.0,0.004306440339333303
choroid plexus papilloma,0.0007042253521126761,0.0,0.004306440339333303
chromaffin cell,0.0007042253521126761,0.0,0.0018241351006737208
chromium exposure,0.0007042253521126761,0.0,0.012149754176402055
chromogranin,0.0007042253521126761,0.0,0.0018241351006737208
chromosomal deletion,0.0007042253521126761,0.0,0.0004305652186546972
chromosomal instability,0.0007042253521126761,0.0,0.008782346688197896
chromosome 11 loss of heterozygosity,0.0007042253521126761,0.0,0.0032397468165756456
chromosome 18q deletion syndrome,0.0007042253521126761,0.0,0.0024419484029923736
chronic cholecystitis,0.0007042253521126761,0.0,0.0037890497289211522
chronic inflammation,0.0007042253521126761,0.0,0.0019778114225599422
chronic liver disease,0.0014084507042253522,0.0,0.010772988279136822
chronic lymphocytic leukemia,0.006338028169014085,0.0029514470745032784,0.05507543021415733
chronic myeloid leukemia,0.017605633802816902,0.024828061759944387,0.03747559461898627
chronic myelomonocytic leukemia,0.0014084507042253522,8.618444813895063e-05,0.006856052674313706
chronic pancreatitis,0.0007042253521126761,0.0,0.006003492246884667
chronic phase,0.0007042253521126761,0.0,0.002269797273343241
cigarette smoking,0.0035211267605633804,0.0020794240241018376,0.038406588731196116
cirrhosis,0.002112676056338028,0.0001063318787132849,0.01692365399948023
cisplatin,0.005633802816901409,0.003899365396240319,0.053869305421691945
classic hodgkin lymphoma,0.0007042253521126761,0.0,0.0038326650969641315
classic kaposi sarcoma,0.0007042253521126761,0.0,0.002190322718229632
clear cell,0.002112676056338028,0.0008036509377438368,0.009724319293929817
clear cell adenocarcinoma,0.0014084507042253522,0.00016251867995446885,0.004477898954363234
clear cell sarcoma,0.004225352112676056,0.004336612446511562,0.02836601690782281
clinical history,0.0007042253521126761,0.0,0.0003787680957147202
clinical investigation,0.0007042253521126761,0.0,0.004306440339333303
clinical trial,0.0007042253521126761,0.0,0.0070901819971170964
cloacogenic carcinoma,0.0007042253521126761,0.0,0.004102273064261366
clonal cytopenia of undetermined significance,0.0007042253521126761,0.0,0.0024419484029923736
clostridium,0.0007042253521126761,0.0,0.012245444712183593
cognitive behavior therapy,0.0007042253521126761,0.0,0.0031567754785954577
col1a1,0.0007042253521126761,0.0,0.0005741870673991341
collecting duct carcinoma,0.0007042253521126761,0.0,0.004872416685425959
colon cancer,0.0007042253521126761,0.0,0.012245444712183593
colon carcinoma,0.0007042253521126761,0.0,0.006003492246884667
colonoscopy,0.0007042253521126761,0.0,0.012245444712183593
colorectal cancer,0.06830985915492958,0.09484743666697994,0.2021709918436731
colorectal mucinous adenocarcinoma,0.0007042253521126761,0.0,0.0
colostomy,0.0007042253521126761,0.0,0.012245444712183593
colposcopy,0.0007042253521126761,0.0,0.004063346785757824
combination chemotherapy,0.0007042253521126761,0.0,0.0009917394720429292
comparative genomic hybridization,0.0007042253521126761,0.0,0.001952332516282529
complete hydatidiform mole,0.0007042253521126761,0.0,0.00030496338103763173
comprehensive metabolic panel,0.0007042253521126761,0.0,0.004872416685425959
computed tomography,0.0007042253521126761,0.0,0.0027587070791363255
condyloma acuminatum,0.0007042253521126761,0.0,0.0037298553933883998
confocal microscopy,0.0007042253521126761,0.0,0.005846821742446997
congenital abnormality,0.0014084507042253522,0.00011370199078007701,0.009189408583756303
congenital hepatic fibrosis,0.0007042253521126761,0.0,0.0057192604255093624
congenital lens disorder,0.0007042253521126761,0.0,0.0050537278536274596
conventional chordoma,0.0007042253521126761,0.0,0.0031818951211590677
costello syndrome,0.0007042253521126761,0.0,0.006430701504619977
cowden syndrome,0.0007042253521126761,0.0,0.008782346688197896
craniotomy,0.0007042253521126761,0.0,0.001952332516282529
crest,0.0007042253521126761,0.0,0.0
cribriform carcinoma,0.0007042253521126761,0.0,0.005279825240141618
crizotinib,0.0007042253521126761,0.0,0.012149754176402055
crohn's disease,0.0007042253521126761,0.0,0.012245444712183593
cryosurgery,0.002112676056338028,0.0003788139412660621,0.017918578198310532
cryotherapy,0.0014084507042253522,0.0002254040137003559,0.007298660008851327
cryptorchidism,0.0007042253521126761,0.0,0.002033563126804768
ctdnep1,0.0007042253521126761,0.0,0.004477318735288398
ctnnb1,0.004929577464788733,0.0035947224681790457,0.03247624446780613
ctnnb1 gene mutation,0.0028169014084507044,0.0009901056968243376,0.020634008762162058
cutaneous leiomyosarcoma,0.0007042253521126761,0.0,0.004600443041881456
cutaneous paget's disease,0.0007042253521126761,0.0,0.004985943346401995
cutaneous t-cell lymphoma,0.006338028169014085,0.00839287132262773,0.0034338317760015014
cxcl3,0.0007042253521126761,0.0,0.004477318735288398
cyclophosphamide,0.0014084507042253522,0.00015025433103034656,0.00889142300660973
cyp1b1-as1,0.0007042253521126761,0.0,0.0031567754785954577
cyp3a4,0.0007042253521126761,0.0,0.004029800772880292
cystadenocarcinoma,0.0014084507042253522,0.0005184308393497782,0.012990304423706469
cystadenofibroma,0.0007042253521126761,0.0,1.2859672183125828e-05
cystadenoma,0.0007042253521126761,0.0,0.006986812176821799
cystoscopy,0.0014084507042253522,4.251343727635319e-05,0.01207612534351909
cytogenetic analysis,0.0014084507042253522,0.00010914306417656129,0.005593082997634046
cytogenetics,0.0007042253521126761,0.0,0.005284557563928791
cytomegalovirus mrna,0.0007042253521126761,0.0,0.012149754176402055
cytoreductive surgery,0.002112676056338028,0.0007841468733111317,0.012699307247697704
dabrafenib,0.0007042253521126761,0.0,0.012149754176402055
dacomitinib,0.0007042253521126761,0.0,0.012149754176402055
dactinomycin,0.0007042253521126761,0.0,0.0019916969571111857
dasatinib,0.0007042253521126761,0.0,0.002269797273343241
daxx,0.0014084507042253522,0.00013635982841064234,0.007669775495456481
daxx gene mutation,0.0007042253521126761,0.0,0.001666283248571813
dbh,0.0007042253521126761,0.0,0.0018241351006737208
dcc,0.0007042253521126761,0.0,0.012245444712183593
ddx3x,0.0007042253521126761,0.0,0.004477318735288398
ddx3x gene mutation,0.0007042253521126761,0.0,0.004477318735288398
ddx41,0.0007042253521126761,0.0,0.0024419484029923736
dedifferentiated chordoma,0.0007042253521126761,0.0,0.0031818951211590677
dedifferentiated liposarcoma,0.0007042253521126761,0.0,0.0011537865110546053
dental care,0.0007042253521126761,0.0,0.003385586473819307
denys-drash syndrome,0.0007042253521126761,0.0,0.0027587070791363255
dermatofibrosarcoma protuberans,0.0007042253521126761,0.0,0.005846821742446997
dermatofibrosarcoma protuberans (dfsp),0.004225352112676056,0.005676712792527507,0.009479772265297089
dermatoscope,0.0007042253521126761,0.0,0.005846821742446997
dermoscopy,0.0007042253521126761,0.0,0.004918263154213256
des-gamma carboxyprothrombin,0.0007042253521126761,0.0,0.0050537278536274596
desmoid tumor,0.008450704225352112,0.00585840457474783,0.03706408450530823
desmoplastic,0.0007042253521126761,0.0,0.003173481033370877
desmoplastic melanoma,0.0007042253521126761,0.0,0.004918263154213256
dexamethasone,0.0007042253521126761,0.0,0.00025094508548147235
diabetes mellitus,0.004225352112676056,0.0022530418707591947,0.03782923158264595
dicer1 syndrome,0.0007042253521126761,0.0,0.006430701504619977
diesel exhaust exposure,0.0007042253521126761,0.0,0.012149754176402055
dietary nitrosamine,0.0007042253521126761,0.0,0.005235354154379834
differentiated intraepithelial neoplasia,0.0007042253521126761,0.0,0.004985943346401995
diffuse large b-cell lymphoma,0.0028169014084507044,0.0005066556038797218,0.018800796959103944
diffuse large b-cell lymphoma associated with chronic inflammation,0.0007042253521126761,0.0,0.00649153228032787
"diffuse large b-cell lymphoma, not otherwise specified",0.0007042253521126761,0.0,0.00649153228032787
diffuse type adenocarcinoma,0.0014084507042253522,2.284439551178265e-06,0.007212641256691031
diffusion weighted imaging,0.0007042253521126761,0.0,0.004306440339333303
digital rectal examination,0.0007042253521126761,0.0,0.004102273064261366
dilation and curettage,0.0007042253521126761,0.0,0.008782346688197896
dis3,0.0007042253521126761,0.0,0.005284557563928791
diuretic,0.0007042253521126761,0.0,0.012149754176402055
dleu1,0.0007042253521126761,0.0,0.0011537865110546053
dna damage,0.0007042253521126761,0.0,0.0024419484029923736
docetaxel,0.002112676056338028,0.0006736534016785008,0.03075601388089626
donor lymphocyte infusion,0.0007042253521126761,0.0,0.002269797273343241
dostarlimab,0.0007042253521126761,0.0,0.012245444712183593
down syndrome,0.0014084507042253522,8.618444813895063e-05,0.006856052674313706
doxorubicin,0.0035211267605633804,0.0010473818269627648,0.021664670716208694
dpysl3,0.0007042253521126761,0.0,0.0047976442305136665
ductal carcinoma in situ,0.0014084507042253522,1.7349531417087052e-05,0.010204923610777098
dusp1,0.0014084507042253522,2.284439551178265e-06,0.007212641256691031
dysembryoplastic neuroepithelial tumor,0.0007042253521126761,0.0,0.004306440339333303
dysgerminoma,0.0014084507042253522,0.00020394778306255296,0.011724086552677229
ectopic pregnancy,0.0007042253521126761,0.0,0.0019916969571111857
egfr,0.006338028169014085,0.004952126316042376,0.0438892067103516
egfr gene amplification,0.0007042253521126761,0.0,0.0031567754785954577
egfr gene mutation,0.0007042253521126761,0.0,0.012149754176402055
egr2,0.0007042253521126761,0.0,0.00183325677917303
eif4ebp1,0.0007042253521126761,0.0,0.0031818951211590677
electrodessication and curettage,0.0014084507042253522,2.731040760325477e-05,0.009425323046125842
electrolarynx,0.0007042253521126761,0.0,0.009823913016296308
electrolytes,0.0007042253521126761,0.0,0.001379738012874284
electron microscopy,0.0007042253521126761,0.0,0.006430701504619977
embryonal carcinoma,0.002112676056338028,0.00045913992382791186,0.029758633544823363
embryonal rhabdomyosarcoma,0.0007042253521126761,0.0,0.006430701504619977
"embryonal tumor with multilayered rosettes, c19mc-altered",0.0007042253521126761,0.0,0.0014415577743686829
en2,0.0007042253521126761,0.0,0.001362944215965583
endometrial biopsy,0.0007042253521126761,0.0,0.008782346688197896
endometrial cancer,0.045774647887323945,0.048110550896524926,0.1449960725363471
endometrial carcinoma,0.0014084507042253522,7.723520552093338e-05,0.01963017413404526
endometrial hyperplasia,0.002112676056338028,8.690667334443229e-06,0.017557720923552338
endometrial mucinous adenocarcinoma,0.0007042253521126761,0.0,0.008782346688197896
endometrial serous adenocarcinoma,0.0014084507042253522,0.008319685555191615,0.003441485432299167
endometrial stromal sarcoma,0.0014084507042253522,8.38888726313691e-06,0.013122265552985964
endometrioid adenocarcinoma,0.0007042253521126761,0.0,0.0004145521686054098
endometriosis,0.0028169014084507044,0.0003958224346559997,0.018752657839906428
endoscopic mucosal resection,0.0014084507042253522,0.00011705869789604403,0.017480798866563424
endoscopic retrograde cholangiopancreatography,0.0007042253521126761,0.0,0.0057192604255093624
endoscopic submucosal dissection,0.0007042253521126761,0.0,0.012245444712183593
endoscopic ultrasound,0.002112676056338028,5.631536145035783e-05,0.011001690985612182
